trader_id,date,orders_placed,cancel_count,expired_count,mean_order_size,max_order_size,mean_replace_count_15m,mean_cancel_count_15m,api_order_share,fill_ratio_mean,buy_trades,buy_volume_usdc,sell_trades,sell_volume_usdc,sessions_count,distinct_devices,distinct_ips,vpn_share,tor_share,same_fp_repeat,deposits_usd,withdrawals_usd,top_counterparty_trade_share,self_trade_count,shared_device_session_share,shared_fp_session_share,shared_withdraw_addr_share
tr_0001,2026-02-01,4.0,0.0,0.0,41.1175,101.6,0.0,0.75,0.0,0.5680063233416429,5.0,48.199999999999996,4.0,29.830000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
tr_0001,2026-02-02,3.0,1.0,1.0,60.166666666666664,146.78,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8170637119113573,3.0,122.67,3.0,2.7699999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
tr_0001,2026-02-03,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,3.0,18.98,2.0,14.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-04,2.0,0.0,0.0,35.525,64.42,0.0,1.0,0.0,1.0,1.0,50.57,2.0,14.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-05,2.0,0.0,0.0,112.925,151.19,1.0,1.5,0.0,0.6754925835731681,3.0,19.77,2.0,83.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-06,4.0,2.0,0.0,21.3675,63.7,0.25,0.25,0.25,0.17959517959517962,3.0,2.04,5.0,17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
tr_0001,2026-02-07,2.0,1.0,0.0,57.745000000000005,80.78,0.0,0.0,0.5,0.02692873841891073,0.0,0.0,2.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-08,3.0,1.0,0.0,33.99333333333333,72.54,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7250441262992743,1.0,1.8,3.0,29.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-09,6.0,0.0,0.0,55.37166666666667,159.22,0.5,0.5,0.16666666666666666,0.5963639647232337,6.0,101.02,2.0,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-10,1.0,0.0,0.0,24.24,24.24,0.0,1.0,0.0,1.0,1.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-11,5.0,1.0,1.0,32.128,52.26,0.2,1.0,0.2,0.24620268924302793,1.0,1.48,9.0,77.57000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.17,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-13,2.0,0.0,0.0,47.58,65.86,0.0,1.5,0.0,0.7381252627154267,1.0,6.83,4.0,56.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-15,3.0,0.0,0.0,6.936666666666667,8.07,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.4839019702066314,3.0,8.97,1.0,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-16,1.0,0.0,0.0,15.77,15.77,3.0,0.0,0.0,1.0,2.0,14.82,1.0,10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-17,2.0,1.0,0.0,28.134999999999998,45.62,0.0,1.0,0.0,0.12990936555891242,0.0,0.0,2.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-18,2.0,0.0,0.0,17.395,19.82,1.0,1.5,0.0,1.0,3.0,61.4,1.0,9.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-19,1.0,0.0,0.0,12.11,12.11,0.0,0.0,0.0,0.7935590421139554,1.0,4.2,2.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-20,1.0,1.0,0.0,20.0,20.0,1.0,0.0,0.0,0.142,0.0,0.0,2.0,16.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-21,3.0,0.0,0.0,27.043333333333333,50.97,1.0,1.6666666666666667,0.0,1.0,2.0,41.830000000000005,2.0,2.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.86,1.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-24,1.0,0.0,0.0,27.74,27.74,1.0,0.0,0.0,1.0,2.0,21.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-25,1.0,1.0,0.0,12.65,12.65,0.0,0.0,0.0,0.010276679841897233,0.0,0.0,2.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.96,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.66,1.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-01,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-02,1.0,0.0,0.0,74.54,74.54,1.0,0.0,0.0,1.0,0.0,0.0,1.0,65.64,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-04,3.0,2.0,0.0,74.52333333333333,189.53,0.3333333333333333,0.3333333333333333,0.0,0.8675135304378941,3.0,0.47,1.0,157.64,0.0,0.0,0.0,0.0,0.0,0.0,111.72,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-07,1.0,0.0,0.0,16.02,16.02,0.0,1.0,0.0,0.2933832709113608,1.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-08,1.0,1.0,0.0,14.28,14.28,2.0,0.0,0.0,0.04831932773109244,0.0,0.0,2.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0001,2026-03-10,1.0,0.0,0.0,20.95,20.95,1.0,1.0,0.0,0.6458233890214797,2.0,2.38,1.0,17.57,1.0,1.0,1.0,0.0,0.0,0.0,167.73,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-14,1.0,1.0,0.0,33.37,33.37,0.0,0.0,0.0,0.07791429427629608,1.0,0.77,1.0,20.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0001,2026-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2025-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2025-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-17,1.0,0.0,0.0,7.83,7.83,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-21,1.0,0.0,0.0,20.58,20.58,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,65.08,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-22,1.0,0.0,0.0,21.88,21.88,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-23,1.0,1.0,0.0,5.0,5.0,1.0,2.0,1.0,0.03,0.0,0.0,1.0,0.09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.02,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-29,1.0,1.0,0.0,46.57,46.57,0.0,0.0,0.0,0.05024694009018681,0.0,0.0,1.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,375.95,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-13,2.0,0.0,0.0,51.565,79.97,0.0,1.0,0.0,0.8496072917676718,2.0,45.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0002,2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-20,1.0,1.0,0.0,37.02,37.02,0.0,0.0,0.0,0.03241491085899514,1.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-05,1.0,0.0,0.0,10.86,10.86,0.0,1.0,0.0,1.0,0.0,0.0,1.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-16,1.0,0.0,0.0,125.16,125.16,0.0,0.0,0.0,1.0,1.0,54.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.97,0.0,0.0,0.0,0.0,0.0,0.0
tr_0002,2026-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.94,0.0,0.0,0.0,0.0,0.0,0.0
tr_0003,2025-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0003,2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.39,0.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-17,1.0,0.0,0.0,16.02,16.02,1.0,0.0,0.0,1.0,1.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-20,1.0,0.0,0.0,21.03,21.03,1.0,1.0,0.0,1.0,1.0,16.06,1.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0003,2026-02-05,1.0,1.0,0.0,29.85,29.85,0.0,0.0,0.0,0.003015075376884422,0.0,0.0,3.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
tr_0003,2026-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-02-08,1.0,0.0,0.0,12.14,12.14,2.0,0.0,0.0,0.5996705107084019,0.0,0.0,2.0,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0003,2026-02-09,1.0,0.0,0.0,40.65,40.65,1.0,0.0,0.0,1.0,0.0,0.0,2.0,38.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0003,2026-02-10,1.0,0.0,0.0,19.29,19.29,0.0,1.0,0.0,0.18195956454121306,1.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tr_0003,2026-02-23,1.0,0.0,0.0,43.05,43.05,1.0,0.0,0.0,0.8497096399535424,2.0,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
tr_0003,2026-02-28,1.0,0.0,1.0,95.42,95.42,1.0,0.0,0.0,0.2388388178578914,1.0,22.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
